,ID,mcg,gvh,alm,mpr,mit,erl,pox,vac,nuc,nux,outputs_class
1351,1351,0.57,47,0.48,asqp,0.17,0.5,0,31.2,0.26,uxv,ME1
1352,1352,0.46,52,0.51,asqp,0.13,0.5,0,28.2,0.22,,ME1
1353,1353,0.5,40,0.57,asqp,0.17,0.5,0,35.4,0.22,rux,ME1
1354,1354,0.78,71,0.35,asqp,0.25,0.5,0,29.4,0.22,,ME1
1355,1355,0.64,56,0.52,cdg,0.17,0.5,0,32.4,0.47,,ME1
1356,1356,1,80,0.29,cdg,0.36,0.5,0,31.2,0.22,,ME1
1357,1357,0.51,39,0.56,asqp,0.55,0.5,0,27.6,0.64,,MIT
1358,1358,0.69,66,0.36,cdg,0.09,0.5,0,33.6,0.22,,ME1
1359,1359,0.4,45,0.45,asqp,0.15,0.5,0,31.8,0.48,,ME1
1360,1360,0.49,53,0.36,cdg,0.15,0.5,0,31.2,0.27,,ME3
1361,1361,0.39,63,0.41,mucx,0.27,0.5,0,29.4,0.22,,ME3
1362,1362,0.45,51,0.43,mucx,0.22,0.5,0,34.2,0.22,,ME1
1363,1363,0.77,78,0.27,asqp,0.37,0.5,0,29.4,0.22,,ME1
1364,1364,0.88,75,0.41,cdg,0.36,0.5,0,25.8,0.22,,ME2
1365,1365,0.49,49,0.4,mucx,0.2,0.5,0,28.8,0.26,,ME3
1366,1366,0.57,53,0.6,mucx,0.28,0.5,0,31.2,0.45,,ME1
1367,1367,0.53,52,0.49,cdg,0.27,0.5,0,30.6,0.22,,ME1
1368,1368,0.5,47,0.56,mucx,0.31,0.5,0,33.6,0.26,,ME1
1369,1369,0.71,79,0.41,mucx,0.38,0.5,0,32.4,0.22,,ME1
1370,1370,0.33,49,0.46,asqp,0.22,0.5,0,31.8,0.33,,ME3
1371,1371,0.47,41,0.46,mucx,0.18,0.5,0,31.8,0.22,,ME3
1372,1372,0.45,39,0.46,asqp,0.29,0.5,0,25.2,0.22,,MIT
1373,1373,0.59,56,0.5,cdg,0.48,0.5,0,27.6,0.22,,MIT
1374,1374,0.32,30,0.57,mucx,0.38,0.5,0,30,0.25,,ME1
1375,1375,0.26,30,0.37,mucx,0.15,0.5,0,31.8,0.25,,ME3
1376,1376,0.28,41,0.46,asqp,0.18,0.5,0,28.2,0.39,,ME1
1377,1377,0.45,50,0.43,asqp,0.16,0.5,0,31.2,0.28,,ME3
1378,1378,0.24,25,0.57,cdg,0.28,0.5,0,30.6,0.11,,ME1
1379,1379,0.46,61,0.55,asqp,0.29,0.5,0,29.4,0.22,,MIT
1380,1380,0.54,44,0.38,mucx,0.22,0.5,0,32.4,0.3,,ME3
1381,1381,0.22,53,0.36,asqp,0.22,0.5,0,32.4,0.31,,ME3
1382,1382,0.25,41,0.47,cdg,0.14,0.5,0,33.6,0.68,,ME1
1383,1383,0.43,41,0.37,asqp,0.18,0.5,0,32.4,0.31,,ME3
1384,1384,0.4,44,0.47,cdg,0.25,0.5,0,32.4,0.56,,ME1
1385,1385,0.46,59,0.38,asqp,0.12,0.5,0,30,0.22,,ME3
1386,1386,0.8,82,0.4,cdg,0.31,0.5,0,34.2,0.25,,ME1
1387,1387,0.29,39,0.46,asqp,0.36,0.5,0,30.6,0.22,,ME1
1388,1388,0.4,40,0.43,cdg,0.19,0.5,0.83,28.8,0.22,,ME2
1389,1389,0.57,52,0.46,asqp,0.2,0.5,0.83,31.2,0.41,,ME2
1390,1390,0.43,60,0.4,asqp,0.12,0.5,0,29.4,0.29,,ME3
1391,1391,0.56,71,0.47,asqp,0.21,0.5,0,31.2,0.22,,MIT
1392,1392,0.65,62,0.26,asqp,0.33,0.5,0,33,0.22,,ME3
1393,1393,0.77,70,0.37,cdg,0.12,0.5,0,29.4,0.26,,ME1
1394,1394,0.47,61,0.32,asqp,0.27,0.5,0,30,0.3,,ME3
1395,1395,0.71,51,0.49,asqp,0.23,0.5,0,18,0.32,,ME2
1396,1396,0.59,48,0.49,mucx,0.49,0.5,0,21.6,0.32,rux,ME1
1397,1397,0.58,63,0.52,asqp,0.7,0.5,0,27.6,0.22,,MIT
1398,1398,0.3,68,0.41,asqp,0.17,0.5,0,30.6,0.22,,ME3
1399,1399,0.74,73,0.32,cdg,0.2,0.5,0,33,0.22,,ME1
1400,1400,0.55,35,0.36,cdg,0.29,0.5,0,30.6,0.22,,ME3
1401,1401,0.35,32,0.31,cdg,0.16,0.5,0,33.6,0.22,,ME3
1402,1402,0.67,61,0.39,mucx,0.24,0.5,0,30.6,0.22,,ME3
1403,1403,0.69,57,0.39,cdg,0.19,0.5,0,28.8,0.39,,ME2
1404,1404,0.47,41,0.53,mucx,0.27,0.5,0,28.2,0.25,,MIT
1405,1405,0.39,56,0.34,cdg,0.18,0.5,0,29.4,0.22,,ME3
1406,1406,0.51,38,0.42,asqp,0.21,0.5,0,27.6,0.34,,ME3
1407,1407,0.32,45,0.39,mucx,0.14,0.5,0,27,0.22,,ME3
1408,1408,0.75,73,0.35,mucx,0.33,0.5,0,29.4,0.28,rux,ME1
1409,1409,0.54,54,0.56,asqp,0.18,0.5,0,27.6,0.29,,ME1
1410,1410,0.71,64,0.42,asqp,0.28,0.5,0,25.8,0.22,,ME3
1411,1411,0.28,48,0.36,asqp,0.16,0.5,0,31.8,0.22,,ME3
1412,1412,0.58,44,0.45,mucx,0.32,0.5,0,31.2,0.37,,ME1
1413,1413,0.52,65,0.36,asqp,0.26,0.5,0,26.4,0.22,,ME3
1414,1414,0.64,44,0.56,cdg,0.15,0.5,0,33.6,0.22,,ME1
1415,1415,0.48,58,0.47,mucx,0.17,0.5,0,31.8,0.74,,ME1
1416,1416,0.42,71,0.45,cdg,0.15,0.5,0,28.8,0.22,,ME3
1417,1417,0.38,37,0.36,cdg,0.14,0.5,0,32.4,0.22,,ME3
1418,1418,0.4,40,0.44,asqp,0.37,0.5,0,31.8,0.25,,ME1
1419,1419,0.38,56,0.38,cdg,0.16,0.5,0,31.8,0.22,,ME3
1420,1420,0.8,79,0.43,asqp,0.25,0.5,0,31.2,0.22,,ME3
1421,1421,0.63,65,0.42,mucx,0.18,0.5,0,32.4,0.27,,ME3
1422,1422,0.47,40,0.63,cdg,0.19,0.5,0,31.2,0.32,,ME1
1423,1423,0.83,94,0.32,cdg,0.21,0.5,0,30.6,0.22,,ME1
1424,1424,0.61,76,0.3,cdg,0.16,0.5,0,27,0.41,,ME3
1425,1425,0.33,38,0.47,mucx,0.14,0.5,0,30.6,0.47,,ME1
1426,1426,0.38,67,0.33,asqp,0.17,0.5,0,30.6,0.22,,ME3
1427,1427,0.39,33,0.33,mucx,0.23,0.5,0,28.2,0.22,,ME3
1428,1428,0.5,63,0.45,mucx,0.13,0.5,0,27,0.32,,ME3
1429,1429,0.2,60,0.5,mucx,0.29,0.5,0,30.6,0.22,,ME3
1430,1430,0.29,26,0.43,asqp,0.17,0.5,0,33,0.3,,ME3
1431,1431,0.51,46,0.41,cdg,0.36,0.5,0,29.4,0.22,,ME3
1432,1432,0.92,66,0.52,cdg,0.23,0.5,0,31.8,0.22,,ME1
1433,1433,0.49,56,0.37,mucx,0.2,0.5,0,31.8,0.22,rax,ME3
1434,1434,0.86,78,0.34,cdg,0.15,0.5,0,31.8,0.22,,ME2
1435,1435,0.38,44,0.57,asqp,0.14,0.5,0,31.8,0.52,,ME1
1436,1436,0.72,73,0.41,mucx,0.28,0.5,0,26.4,0.22,,ME1
1437,1437,0.8,73,0.47,asqp,0.19,0.5,0,29.4,0.22,,ME1
1438,1438,0.49,55,0.35,mucx,0.23,0.5,0,34.2,0.22,,ME3
1439,1439,0.63,71,0.44,mucx,0.53,0.5,0,31.2,0.22,,ME2
1440,1440,0.6,68,0.3,cdg,0.27,0.5,0,33,0.22,,ME3
1441,1441,0.4,43,0.49,mucx,0.17,0.5,0,30.6,0.36,,ME1
1442,1442,0.82,63,0.47,cdg,0.18,0.5,0,30,0.22,rax,ME2
1443,1443,0.77,68,0.35,mucx,0.19,0.5,0,31.8,0.43,uxv,ME1
1444,1444,0.51,59,0.46,asqp,0.13,0.5,0,28.8,0.22,,MIT
1445,1445,0.52,46,0.34,cdg,0.2,0.5,0,30.6,0.25,,ME3
1446,1446,0.47,50,0.6,cdg,0.63,0.5,0,22.8,0.16,,ME1
1447,1447,0.34,24,0.51,cdg,0.15,0.5,0,32.4,0.4,,ME1
1448,1448,0.35,29,0.46,mucx,0.14,0.5,0,32.4,0.66,,ME1
1449,1449,0.58,67,0.49,asqp,0.16,0.5,0,28.2,0.28,,MIT
1450,1450,0.85,85,0.3,asqp,0.31,0.5,0,33,0.42,,ME1
1451,1451,0.36,48,0.61,asqp,0.26,0.5,0,30,0.16,,ME1
1452,1452,0.41,25,0.59,cdg,0.44,0.5,0,36,0.69,,ME1
1453,1453,0.3,37,0.4,mucx,0.45,0.5,0,28.8,0.41,,ME3
1454,1454,0.57,59,0.49,mucx,0.86,0.5,0,28.2,0.22,,ME1
1455,1455,0.38,40,0.39,cdg,0.19,0.5,0,27.6,0.62,,ME1
1456,1456,0.77,74,0.37,cdg,0.29,0.5,0,27,0.22,,ME1
1457,1457,0.47,38,0.58,asqp,0.19,0.5,0,34.2,0.22,,ME1
1458,1458,0.5,61,0.44,mucx,0.2,0.5,0,29.4,0.22,,MIT
1459,1459,0.41,45,0.46,asqp,0.23,0.5,0,30,0.7,,ME1
1460,1460,0.46,62,0.46,mucx,0.54,0.5,0,30.6,0.27,,MIT
1461,1461,0.74,75,0.45,mucx,0.44,0.5,0,31.2,0.22,,ME2
1462,1462,0.52,53,0.58,mucx,0.69,0.5,0,30,0.22,,MIT
1463,1463,0.41,47,0.5,mucx,0.14,0.5,0,31.8,0.37,rax,ME1
1464,1464,0.25,40,0.52,mucx,0.15,0.5,0,33.6,0.28,,ME1
1465,1465,0.58,56,0.38,asqp,0.39,0.5,0,32.4,0.57,rax,ME1
1466,1466,0.32,29,0.29,mucx,0.08,0.5,0,31.2,0.22,,ME3
1467,1467,0.38,48,0.57,cdg,0.3,0.5,0,24.6,0.11,,ME1
1468,1468,0.39,58,0.47,asqp,0.18,0.5,0,28.8,0.22,,MIT
1469,1469,0.38,47,0.47,asqp,0.18,0.5,0,26.4,0.26,,MIT
1470,1470,0.63,57,0.5,mucx,0.48,0.5,0,30.6,0.22,,MIT
1471,1471,0.51,45,0.62,asqp,0.25,0.5,0,35.4,0.22,,MIT
1472,1472,0.59,67,0.54,cdg,0.19,0.5,0,28.8,0.6,,ME1
1473,1473,0.6,61,0.54,cdg,0.11,0.5,0,27.6,0.22,,ME1
1474,1474,0.48,61,0.57,asqp,0.17,0.5,0,27,0.22,,ME1
1475,1475,0.71,50,0.5,asqp,0.18,0.5,0,27.6,0.22,,ME1
1476,1476,0.61,48,0.54,mucx,0.25,0.5,0,30,0.22,,ME1
1477,1477,0.38,32,0.64,mucx,0.41,0.5,0,26.4,0.11,uxv,ME1
1478,1478,0.38,40,0.66,mucx,0.35,0.5,0,25.8,0.11,,ME1
1479,1479,0.81,62,0.43,mucx,0.17,0.5,0,31.8,0.22,,ME2
1480,1480,0.47,43,0.61,mucx,0.4,0.5,0,28.8,0.47,,ME1
1481,1481,0.67,57,0.36,cdg,0.19,0.5,0,33.6,0.22,,ME2
1482,1482,0.43,40,0.6,asqp,0.16,0.5,0,31.8,0.39,,ME1
1483,1483,0.65,54,0.54,mucx,0.13,0.5,0,31.8,0.22,,ME1
